"","Transect_code","Date","Year","Month","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature_unit","Distance_unit","Thermocline_depth","Species","Sex","SizeClass","N","Trip","Method","SpeciesName"
"71","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S30",1,"1","UVC","Lutjanus argentiventris"
"72","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S35",0,"1","UVC","Lutjanus argentiventris"
"73","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S40",0,"1","UVC","Lutjanus argentiventris"
"74","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S50",0,"1","UVC","Lutjanus argentiventris"
"75","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S60",0,"1","UVC","Lutjanus argentiventris"
"76","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S70",0,"1","UVC","Lutjanus argentiventris"
"77","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S80",0,"1","UVC","Lutjanus argentiventris"
"78","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S90",0,"1","UVC","Lutjanus argentiventris"
"79","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S100",0,"1","UVC","Lutjanus argentiventris"
"80","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S110",0,"1","UVC","Lutjanus argentiventris"
"81","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S125",0,"1","UVC","Lutjanus argentiventris"
"82","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S150",0,"1","UVC","Lutjanus argentiventris"
"83","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S175",0,"1","UVC","Lutjanus argentiventris"
"84","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S200",0,"1","UVC","Lutjanus argentiventris"
"85","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S210",0,"1","UVC","Lutjanus argentiventris"
"86","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S225",0,"1","UVC","Lutjanus argentiventris"
"87","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S250",0,"1","UVC","Lutjanus argentiventris"
"88","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S300",0,"1","UVC","Lutjanus argentiventris"
"89","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S325",0,"1","UVC","Lutjanus argentiventris"
"90","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S350",0,"1","UVC","Lutjanus argentiventris"
"91","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S400",0,"1","UVC","Lutjanus argentiventris"
"92","7","18-02-2014","2014","Feb","0.44687499999999997","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","48",NA,NA,"27",NA,NA,"Lutjanus argentiventris",NA,"S450",0,"1","UVC","Lutjanus argentiventris"
"93","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S20",0,"1","UVC","Mycteroperca olfax"
"94","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S30",0,"1","UVC","Mycteroperca olfax"
"95","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S35",0,"1","UVC","Mycteroperca olfax"
"96","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S40",1,"1","UVC","Mycteroperca olfax"
"97","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S50",0,"1","UVC","Mycteroperca olfax"
"98","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S60",0,"1","UVC","Mycteroperca olfax"
"99","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S70",0,"1","UVC","Mycteroperca olfax"
"100","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S80",0,"1","UVC","Mycteroperca olfax"
"101","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S90",0,"1","UVC","Mycteroperca olfax"
"102","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S100",0,"1","UVC","Mycteroperca olfax"
"103","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S110",0,"1","UVC","Mycteroperca olfax"
"104","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S125",0,"1","UVC","Mycteroperca olfax"
"105","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S150",0,"1","UVC","Mycteroperca olfax"
"106","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S175",0,"1","UVC","Mycteroperca olfax"
"107","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S200",0,"1","UVC","Mycteroperca olfax"
"108","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S210",0,"1","UVC","Mycteroperca olfax"
"109","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S225",0,"1","UVC","Mycteroperca olfax"
"110","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S250",0,"1","UVC","Mycteroperca olfax"
"111","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S300",0,"1","UVC","Mycteroperca olfax"
"112","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S325",0,"1","UVC","Mycteroperca olfax"
"113","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S350",0,"1","UVC","Mycteroperca olfax"
"114","8","18-02-2014","2014","Feb","0.4484375","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy","20","35","49",NA,NA,"27",NA,NA,"Mycteroperca olfax",NA,"S400",0,"1","UVC","Mycteroperca olfax"
