"","Trasect_code","Date","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature","Distance","Thermocline_depth","Water_temp_over_therm","Water_temp_below_therm","Vis_over_therm","Vis_below_therm","SPECIES","Sex","Comments","SizeClass_cm","N","Trip","Habitat_type_RSM","Rugosity_0_3","Inclination_0_3","Rocky_reef_max_depth","Method"
"12",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"13",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"14",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"15",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"16",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"17",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"18",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"19",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"20",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"21",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"22",2,"18-feb-14","10:32","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,28,NA,NA,"27",NA,NA,NA,NA,10,NA,"Dermatolepis dermatolepis",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"23",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"24",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"25",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",1,1,NA,NA,NA,NA,"UVC"
"26",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",NA,1,NA,NA,NA,NA,"UVC"
"27",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"28",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"29",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"30",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"31",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"32",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"33",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"34",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"35",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"36",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"37",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"38",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"39",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"40",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"41",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"42",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"43",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"44",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"45",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"46",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"47",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"48",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"40",1,1,NA,NA,NA,NA,"UVC"
"49",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"50",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"51",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"52",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"53",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"54",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"55",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"56",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"57",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"58",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"59",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"60",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"61",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"62",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"63",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"64",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"65",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"66",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"67",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"68",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"30",1,1,NA,NA,NA,NA,"UVC"
"69",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"70",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"40",NA,1,NA,NA,NA,NA,"UVC"
"71",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"72",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"73",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"74",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"75",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"76",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"77",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"78",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"79",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"80",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"81",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"82",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"83",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"84",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"85",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"86",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"87",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
"88",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA,"UVC"
"89",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA,"UVC"
"90",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA,"UVC"
"91",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA,"UVC"
"92",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",1,1,NA,NA,NA,NA,"UVC"
"93",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA,"UVC"
"94",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA,"UVC"
"95",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA,"UVC"
"96",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA,"UVC"
"97",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA,"UVC"
"98",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA,"UVC"
"99",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA,"UVC"
"100",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA,"UVC"
"101",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA,"UVC"
"102",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA,"UVC"
"103",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA,"UVC"
"104",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA,"UVC"
"105",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA,"UVC"
"106",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA,"UVC"
"107",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA,"UVC"
"108",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA,"UVC"
"109",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA,"UVC"
