"","Trasect_code","Date","Time","Island","Site","Bioregion","Diver","Depth","Dive_duration","Transect_length","Census_duration","Current","Temperature","Distance","Thermocline_depth","Water_temp_over_therm","Water_temp_below_therm","Vis_over_therm","Vis_below_therm","SPECIES","Sex","Comments","SizeClass_cm","N","Trip","Habitat_type_RSM","Rugosity_0_3","Inclination_0_3","Rocky_reef_max_depth"
"34",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA
"35",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA
"36",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA
"37",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA
"38",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA
"39",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA
"40",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA
"41",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA
"42",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA
"43",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA
"44",5,"18-feb-14","10:39","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,45,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA
"45",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"<30",NA,1,NA,NA,NA,NA
"46",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"30",NA,1,NA,NA,NA,NA
"47",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"35",NA,1,NA,NA,NA,NA
"48",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"40",1,1,NA,NA,NA,NA
"49",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"50",NA,1,NA,NA,NA,NA
"50",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"60",NA,1,NA,NA,NA,NA
"51",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"70",NA,1,NA,NA,NA,NA
"52",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"80",NA,1,NA,NA,NA,NA
"53",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"90",NA,1,NA,NA,NA,NA
"54",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"100",NA,1,NA,NA,NA,NA
"55",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"110",NA,1,NA,NA,NA,NA
"56",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"125",NA,1,NA,NA,NA,NA
"57",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"150",NA,1,NA,NA,NA,NA
"58",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"175",NA,1,NA,NA,NA,NA
"59",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"200",NA,1,NA,NA,NA,NA
"60",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"210",NA,1,NA,NA,NA,NA
"61",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"225",NA,1,NA,NA,NA,NA
"62",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"250",NA,1,NA,NA,NA,NA
"63",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"300",NA,1,NA,NA,NA,NA
"64",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"350",NA,1,NA,NA,NA,NA
"65",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"400",NA,1,NA,NA,NA,NA
"66",6,"18-feb-14","10:41","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,44,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,">400",NA,1,NA,NA,NA,NA
"67",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"<30",NA,1,NA,NA,NA,NA
"68",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"30",1,1,NA,NA,NA,NA
"69",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"35",NA,1,NA,NA,NA,NA
"70",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"40",NA,1,NA,NA,NA,NA
"71",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"50",NA,1,NA,NA,NA,NA
"72",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"60",NA,1,NA,NA,NA,NA
"73",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"70",NA,1,NA,NA,NA,NA
"74",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"80",NA,1,NA,NA,NA,NA
"75",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"90",NA,1,NA,NA,NA,NA
"76",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"100",NA,1,NA,NA,NA,NA
"77",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"110",NA,1,NA,NA,NA,NA
"78",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"125",NA,1,NA,NA,NA,NA
"79",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"150",NA,1,NA,NA,NA,NA
"80",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"175",NA,1,NA,NA,NA,NA
"81",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"200",NA,1,NA,NA,NA,NA
"82",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"210",NA,1,NA,NA,NA,NA
"83",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"225",NA,1,NA,NA,NA,NA
"84",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"250",NA,1,NA,NA,NA,NA
"85",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"300",NA,1,NA,NA,NA,NA
"86",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"350",NA,1,NA,NA,NA,NA
"87",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,"400",NA,1,NA,NA,NA,NA
"88",7,"18-feb-14","10:43","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,48,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus argentiventris",NA,NA,">400",NA,1,NA,NA,NA,NA
"89",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"<30",NA,1,NA,NA,NA,NA
"90",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"30",NA,1,NA,NA,NA,NA
"91",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"35",NA,1,NA,NA,NA,NA
"92",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"40",1,1,NA,NA,NA,NA
"93",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"50",NA,1,NA,NA,NA,NA
"94",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"60",NA,1,NA,NA,NA,NA
"95",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"70",NA,1,NA,NA,NA,NA
"96",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"80",NA,1,NA,NA,NA,NA
"97",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"90",NA,1,NA,NA,NA,NA
"98",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"100",NA,1,NA,NA,NA,NA
"99",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"110",NA,1,NA,NA,NA,NA
"100",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"125",NA,1,NA,NA,NA,NA
"101",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"150",NA,1,NA,NA,NA,NA
"102",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"175",NA,1,NA,NA,NA,NA
"103",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"200",NA,1,NA,NA,NA,NA
"104",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"210",NA,1,NA,NA,NA,NA
"105",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"225",NA,1,NA,NA,NA,NA
"106",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"250",NA,1,NA,NA,NA,NA
"107",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"300",NA,1,NA,NA,NA,NA
"108",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"350",NA,1,NA,NA,NA,NA
"109",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,"400",NA,1,NA,NA,NA,NA
"110",8,"18-feb-14","10:45","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,49,NA,NA,"27",NA,NA,NA,NA,10,NA,"Mycteroperca olfax",NA,NA,">400",NA,1,NA,NA,NA,NA
"111",9,"18-feb-14","10:48","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,53,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"<30",NA,1,NA,NA,NA,NA
"112",9,"18-feb-14","10:48","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,53,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"30",NA,1,NA,NA,NA,NA
"113",9,"18-feb-14","10:48","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,53,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"35",1,1,NA,NA,NA,NA
"114",9,"18-feb-14","10:48","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,53,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"40",NA,1,NA,NA,NA,NA
"115",9,"18-feb-14","10:48","Genovesa","Genovesa Cuerno","Norte","Tyler Eddy",20,35,53,NA,NA,"27",NA,NA,NA,NA,10,NA,"Lutjanus novemfasciatus",NA,NA,"50",NA,1,NA,NA,NA,NA
